name,code
新朋股份,|002328
海波重科,|300517
中再资环,|600217
棕榈股份,|002431
方正科技,|600601
雪人股份,|002639
天翔环境,|300362
特变电工,|600089
道森股份,|603800
杰瑞股份,|002353
大连港,|601880
金新农,|002548
赛福天,|603028
金安国纪,|002636
登海种业,|002041
新疆众和,|600888
华鲁恒升,|600426
*ST韶钢,|000717
博敏电子,|603936
三峡新材,|600293
比音勒芬,|002832
中路股份,|600818
麦达数字,|002137
东方雨虹,|002271
福成股份,|600965
柳 工,|000528
南风化工,|000737
白银有色,|601212
东土科技,|300353
万家文化,|600576
德力股份,|002571
粤宏远Ａ,|000573
横店东磁,|002056
中国嘉陵,|600877
昌红科技,|300151
巨轮智能,|002031
蓝英装备,|300293
星网宇达,|002829
东方通,|300379
太化股份,|600281
龙建股份,|600853
汉森制药,|002412
振华股份,|603067
合众思壮,|002383
陕西金叶,|000812
美盈森,|002303
新华制药,|000756
森特股份,|603098
奥马电器,|002668
*ST冀装,|000856
海利生物,|603718
光力科技,|300480
中顺洁柔,|002511
久之洋,|300516
渝 开 发,|000514
新光药业,|300519
西部证券,|002673
楚江新材,|002171
千方科技,|002373
浙江美大,|002677
川大智胜,|002253
神宇股份,|300563
海顺新材,|300501
华英农业,|002321
平治信息,|300571
新易盛,|300502
新雷能,|300593
盛洋科技,|603703
新光圆成,|002147
快克股份,|603203
中国重汽,|000951
银泰资源,|000975
川金诺,|300505
城地股份,|603887
金马股份,|000980
众合科技,|000925
合纵科技,|300477
扬农化工,|600486
浙大网新,|600797
新亚制程,|002388
良信电器,|002706
天虹商场,|002419
纽威股份,|603699
好想你,|002582
利尔化学,|002258
凤凰光学,|600071
利源精制,|002501
京投发展,|600683
工大高新,|600701
神雾环保,|300156
中电广通,|600764
科大国创,|300520
欣天科技,|300615
ST生化,|000403
钢研高纳,|300034
坚朗五金,|002791
新晨科技,|300542
南 京 港,|002040
德宏股份,|603701
东安动力,|600178
老板电器,|002508
濮阳惠成,|300481
百润股份,|002568
波导股份,|600130
苏大维格,|300331
中来股份,|300393
华录百纳,|300291
拓邦股份,|002139
宏盛股份,|603090
华海药业,|600521
湖南投资,|000548
美联新材,|300586
河北宣工,|000923
传化智联,|002010
宜通世纪,|300310
海兴电力,|603556
科大智能,|300222
国泰集团,|603977
武进不锈,|603878
长久物流,|603569
天鹅股份,|603029
厦门港务,|000905
凌云股份,|600480
同洲电子,|002052
凯众股份,|603037
荣泰健康,|603579
江龙船艇,|300589
银鸽投资,|600069
科华恒盛,|002335
民生控股,|000416
湘油泵,|603319
西仪股份,|002265
赛为智能,|300044
盈峰环境,|000967
金盾股份,|300411
康弘药业,|002773
维宏股份,|300508
宝色股份,|300402
科信技术,|300565
嘉事堂,|002462
万安科技,|002590
青海华鼎,|600243
英维克,|002837
奇精机械,|603677
晨曦航空,|300581
千山药机,|300216
飞荣达,|300602
三夫户外,|002780
汇冠股份,|300282
杰克股份,|603337
步长制药,|603858
金诚信,|603979
豪迈科技,|002595
梦网荣信,|002123
德新交运,|603032
全柴动力,|600218
恒通科技,|300374
白云电器,|603861
中富通,|300560
红相电力,|300427
海信科龙,|000921
创元科技,|000551
顺丰控股,|002352
东方园林,|002310
澄星股份,|600078
中国国航,|601111
桂发祥,|002820
弘亚数控,|002833
金鸿能源,|000669
家家悦,|603708
新宙邦,|300037
生益科技,|600183
联美控股,|600167
信隆健康,|002105
方大化工,|000818
正裕工业,|603089
金龙汽车,|600686
湖南海利,|600731
常熟汽饰,|603035
珠海港,|000507
一汽夏利,|000927
中科创达,|300496
汇顶科技,|603160
九强生物,|300406
思特奇,|300608
宏辉果蔬,|603336
东方时尚,|603377
三祥新材,|603663
远大智能,|002689
华凯创意,|300592
美尚生态,|300495
景旺电子,|603228
盐津铺子,|002847
今天国际,|300532
上海物贸,|600822
精达股份,|600577
一汽富维,|600742
爱建集团,|600643
老百姓,|603883
青岛金王,|002094
汇金科技,|300561
金发拉比,|002762
通灵珠宝,|603900
信捷电气,|603416
移为通信,|300590
光正集团,|002524
佳发安泰,|300559
东方电气,|600875
同力水泥,|000885
田中精机,|300461
集智股份,|300553
和胜股份,|002824
太辰光,|300570
贝肯能源,|002828
华统股份,|002840
海天精工,|601882
贝斯特,|300580
博迈科,|603727
康德莱,|603987
三星新材,|603578
深冷股份,|300540
江山欧派,|603208
上海亚虹,|603159
新宏泽,|002836
古鳌科技,|300551
华达科技,|603358
先进数通,|300541
福建水泥,|600802
永吉股份,|603058
新美星,|300509
博济医药,|300404
同为股份,|002835
丝路视觉,|300556
裕同科技,|002831
胜利股份,|000407
兴齐眼药,|300573
中航黑豹,|600760
数字认证,|300579
路通视信,|300555
综艺股份,|600770
合力泰,|002217
同益股份,|300538
兴业股份,|603928
*ST南电A,|000037
诺邦股份,|603238
天铁股份,|300587
山东路桥,|000498
川环科技,|300547
天龙股份,|603266
博威合金,|601137
华微电子,|600360
安正时尚,|603839
开润股份,|300577
塞力斯,|603716
熙菱信息,|300588
至纯科技,|603690
百合花,|603823
纳尔股份,|002825
湖南天雁,|600698
三联商社,|600898
镇海股份,|603637
安车检测,|300572
三棵树,|603737
苏利股份,|603585
立昂技术,|300603
英飞特,|300582
元祖股份,|603886
瑞尔特,|002790
利安隆,|300596
横河模具,|300539
金雷风电,|300443
神雾节能,|000820
大洲兴业,|600603
日月股份,|603218
蒙草生态,|300355
百傲化学,|603360
威星智能,|002849
泛微网络,|603039
泰嘉股份,|002843
云南能投,|002053
杭叉集团,|603298
*ST大有,|600403
太平鸟,|603877
茶花股份,|603615
艾迪精密,|603638
宣亚国际,|300612
科达利,|002850
ST山水,|600234
德创环保,|603177
ST上普,|600680
*ST昆机,|600806
晨化股份,|300610
道恩股份,|002838
贵广网络,|600996
共进股份,|603118
金浦钛业,|000545
翔鹭钨业,|002842
皖天然气,|603689
亚通股份,|600692
丹邦科技,|002618
苏州科达,|603660
重庆建工,|600939
中信国安,|000839
法兰泰克,|603966
博天环境,|603603
吉大通信,|300597
麦迪科技,|603990
中国科传,|601858
安 纳 达,|002136
中旗股份,|300575
雄塑科技,|300599
数据港,|603881
海峡环保,|603817
富瀚微,|300613
天马科技,|603668
天津磁卡,|600800
兴化股份,|002109
如通股份,|603036
冰川网络,|300533
龙江交通,|601188
苏州恒久,|002808
亚翔集成,|603929
海利尔,|603639
万里马,|300591
大唐发电,|601991
道道全,|002852
红 太 阳,|000525
吉比特,|603444
通宇通讯,|002792
尚品宅配,|300616
电魂网络,|603258
康隆达,|603665
荣晟环保,|603165
汇纳科技,|300609
牧高笛,|603908
金银河,|300619
华正新材,|603186
宝鼎科技,|002552
建艺集团,|002789
万集科技,|300552
花王股份,|603007
安靠智电,|300617
中葡股份,|600084
同和药业,|300636
达安股份,|300635
开立医疗,|300633
光莆股份,|300632
欣泰电气,|300372
今飞凯达,|002863
实丰文化,|002862
瀛通通讯,|002861
星帅尔,|002860
洁美科技,|002859
*ST川化,|000155
*ST新都,|000033
铁流股份,|603926
龙蟠科技,|603906
坤彩科技,|603826
联泰环保,|603797
金麒麟,|603586
美诺华,|603538
惠达卫浴,|603385
得邦照明,|603303
新凤鸣,|603225
康惠制药,|603139
江化微,|603078
科林电气,|603050
美思德,|603041
利群股份,|601366
广州港,|601228
*ST新梅,|600732
*ST常林,|600710
正丹股份,|300641
凯普生物,|300639
广和通,|300638
扬帆新材,|300637
